
id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total  link strength>	weight<No. of pub. (2000-2020)>	score<Avg. pub. year>	weight<absloute no>	weight<relative no>	score<Avg.year.set>
2967	2967	"recurrent abdominal pain; load carriage; backpack; pediatric chronic pain; youth"	"<table><tr><td>Micro-level field:</td><td>2967</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pain; journal of pediatric psychology; clinical journal of pain; journal of pain; european journal of pain</td></tr><tr><td>Terms:</td><td>recurrent abdominal pain; load carriage; backpack; pediatric chronic pain; youth</td></tr></table>"	-0,7855	0,2459	2	1049	53578	2715	2012,5661	0	0	0
2969	2969	"dryopteridaceae; polypodiaceae; fern; cyatheaceae; pteridophyta"	"<table><tr><td>Micro-level field:</td><td>2969</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>american fern journal; phytotaxa; brittonia; systematic botany; american journal of botany</td></tr><tr><td>Terms:</td><td>dryopteridaceae; polypodiaceae; fern; cyatheaceae; pteridophyta</td></tr></table>"	-0,2651	-0,2247	4	786	24095	2714	2011,8589	0	0	0
2978	2978	"premenstrual syndrome; primary dysmenorrhea; vitex; menstruation; woman"	"<table><tr><td>Micro-level field:</td><td>2978</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of pediatric and adolescent gynecology; archives of womens mental health; plos one; journal of womens health; evidence-based complementary and alternative medicine</td></tr><tr><td>Terms:</td><td>premenstrual syndrome; primary dysmenorrhea; vitex; menstruation; woman</td></tr></table>"	-0,7541	0,1638	2	1609	37186	2692	2012,1237	0	0	0
2987	2987	"credit risk; facility management; railway transport; vehicle; marketing communication"	"<table><tr><td>Micro-level field:</td><td>2987</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>transport means - proceedings of the international conference; procedia economics and finance; transportation research procedia; edulearn proceedings; marketing identity</td></tr><tr><td>Terms:</td><td>credit risk; facility management; railway transport; vehicle; marketing communication</td></tr></table>"	0,0764	0,7466	1	921	8840	2670	2015,482	0	0	0
3010	3010	"alpha lipoic acid; nonketotic hyperglycinemia; transketolase; pyruvate dehydrogenase kinase; pyruvate decarboxylase"	"<table><tr><td>Micro-level field:</td><td>3010</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; biochemistry; journal of the american chemical society; journal of molecular catalysis b-enzymatic; febs journal</td></tr><tr><td>Terms:</td><td>alpha lipoic acid; nonketotic hyperglycinemia; transketolase; pyruvate dehydrogenase kinase; pyruvate decarboxylase</td></tr></table>"	-0,6999	-0,3008	2	1728	64775	2602	2010,344	0	0	0
3012	3012	"respirator; fibrous filter; covid; filtration; filtration performance"	"<table><tr><td>Micro-level field:</td><td>3012</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>powder technology; separation and purification technology; journal of occupational and environmental hygiene; aerosol science and technology; journal of aerosol science</td></tr><tr><td>Terms:</td><td>respirator; fibrous filter; covid; filtration; filtration performance</td></tr></table>"	0,4081	-0,3574	3	1367	23587	2601	2012,5848	0	0	0
3017	3017	"gold; compositional data; geochemical anomaly; mineral exploration; nw iran"	"<table><tr><td>Micro-level field:</td><td>3017</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of geochemical exploration; ore geology reviews; geochemistry-exploration environment analysis; natural resources research; computers & geosciences</td></tr><tr><td>Terms:</td><td>gold; compositional data; geochemical anomaly; mineral exploration; nw iran</td></tr></table>"	0,3751	-0,1085	4	1574	34014	2587	2012,8717	0	0	0
3026	3026	"concept drift; drift detection; evolving data streams; data stream mining; drift"	"<table><tr><td>Micro-level field:</td><td>3026</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international joint conference on neural networks (ijcnn); advances in intelligent systems and computing; communications in computer and information science; ieee transactions on knowledge and data engineering</td></tr><tr><td>Terms:</td><td>concept drift; drift detection; evolving data streams; data stream mining; drift</td></tr></table>"	0,6278	0,5126	5	1259	24958	2566	2014,0616	0	0	0
3035	3035	"hyperemesis gravidarum; nausea; vomiting; asthma; maternal asthma"	"<table><tr><td>Micro-level field:</td><td>3035</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pharmacoepidemiology and drug safety; american journal of obstetrics and gynecology; obstetrics and gynecology; reproductive toxicology; birth defects research part a-clinical and molecular teratology</td></tr><tr><td>Terms:</td><td>hyperemesis gravidarum; nausea; vomiting; asthma; maternal asthma</td></tr></table>"	-0,8404	0,0181	2	1321	42176	2536	2011,6155	0	0	0
3051	3051	"taurine; taurine supplementation; taurine chloramine; taurine transporter; taurine deficiency"	"<table><tr><td>Micro-level field:</td><td>3051</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>advances in experimental medicine and biology; amino acids; american journal of physiology-renal physiology; journal of biomedical science; neurochemical research</td></tr><tr><td>Terms:</td><td>taurine; taurine supplementation; taurine chloramine; taurine transporter; taurine deficiency</td></tr></table>"	-0,7561	-0,1983	2	1737	57954	2499	2010,0716	0	0	0
3060	3060	"inductor; high frequency characteristic; soft magnetic property; dc dc converter; power supply"	"<table><tr><td>Micro-level field:</td><td>3060</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on magnetics; journal of applied physics; journal of magnetism and magnetic materials; annual ieee applied power electronics conference and exposition (apec); ieee transactions on power electronics</td></tr><tr><td>Terms:</td><td>inductor; high frequency characteristic; soft magnetic property; dc dc converter; power supply</td></tr></table>"	0,834	-0,5017	3	777	18644	2478	2010,8148	0	0	0
3062	3062	"baicalein; wogonin; scutellaria baicalensis; scutellarin; flavonoid"	"<table><tr><td>Micro-level field:</td><td>3062</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of ethnopharmacology; evidence-based complementary and alternative medicine; molecules; american journal of chinese medicine; chemistry of natural compounds</td></tr><tr><td>Terms:</td><td>baicalein; wogonin; scutellaria baicalensis; scutellarin; flavonoid</td></tr></table>"	-0,7235	-0,3615	2	1836	71984	2475	2013,1313	0	0	0
3087	3087	"weapon detection; microwave imaging; passive; passive millimeter wave; radar"	"<table><tr><td>Micro-level field:</td><td>3087</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee antennas and propagation society international symposium; international conference on infrared millimeter and terahertz waves; ieee transactions on antennas and propagation; european radar conference eurad</td></tr><tr><td>Terms:</td><td>weapon detection; microwave imaging; passive; passive millimeter wave; radar</td></tr></table>"	0,9923	-0,0447	5	845	16701	2411	2013,1468	0	0	0
3092	3092	"wire bonding; copper wire; wafer fabrication; bondability; underfill flow"	"<table><tr><td>Micro-level field:</td><td>3092</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>microelectronics reliability; electronics packaging technology conference proceedings; electronic components and technology conference; ieee/cpmt international electronics manufacturing technology symposium; ieee transactions on components packaging and manufacturing technology</td></tr><tr><td>Terms:</td><td>wire bonding; copper wire; wafer fabrication; bondability; underfill flow</td></tr></table>"	0,8121	-0,3829	5	1006	9567	2397	2010,6934	0	0	0
3094	3094	"tall fescue; perennial ryegrass; ergot alkaloid; registration; cattle"	"<table><tr><td>Micro-level field:</td><td>3094</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>crop science; journal of animal science; journal of agricultural and food chemistry; pesquisa veterinaria brasileira; toxins</td></tr><tr><td>Terms:</td><td>tall fescue; perennial ryegrass; ergot alkaloid; registration; cattle</td></tr></table>"	-0,381	-0,3359	4	1274	30833	2393	2010,3861	0	0	0
3101	3101	"invasion; metastasis; cancer recurrence; beta blocker; migration"	"<table><tr><td>Micro-level field:</td><td>3101</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>anesthesiology; british journal of anaesthesia; anesthesia and analgesia; brain behavior and immunity; plos one</td></tr><tr><td>Terms:</td><td>invasion; metastasis; cancer recurrence; beta blocker; migration</td></tr></table>"	-0,9209	-0,113	2	1699	77469	2380	2014,8584	0	0	0
3110	3110	"axl; apoptotic cell; gas6; phosphatidylserine; efferocytosis"	"<table><tr><td>Micro-level field:</td><td>3110</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; plos one; journal of biological chemistry; cell death and differentiation; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>axl; apoptotic cell; gas6; phosphatidylserine; efferocytosis</td></tr></table>"	-0,8501	-0,2205	2	1614	110965	2353	2012,453	0	0	0
3151	3151	"pneumatic muscle actuator; pneumatic artificial muscle; pneumatic system; muscle suit; isothermal chamber"	"<table><tr><td>Micro-level field:</td><td>3151</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee asme international conference on advanced intelligent mechatronics; journal of dynamic systems measurement and control-transactions of the asme; mechatronics; applied mechanics and materials; ieee-asme transactions on mechatronics</td></tr><tr><td>Terms:</td><td>pneumatic muscle actuator; pneumatic artificial muscle; pneumatic system; muscle suit; isothermal chamber</td></tr></table>"	0,7723	0,2351	5	926	14042	2241	2011,9264	0	0	0
3162	3162	"varistor; zno varistor ceramic; varistor property; metal oxide surge arrester; nonlinear electrical property"	"<table><tr><td>Micro-level field:</td><td>3162</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; journal of materials science-materials in electronics; journal of the european ceramic society; key engineering materials; journal of the american ceramic society</td></tr><tr><td>Terms:</td><td>varistor; zno varistor ceramic; varistor property; metal oxide surge arrester; nonlinear electrical property</td></tr></table>"	0,739	-0,5698	3	794	13220	2210	2010,1213	0	0	0
3178	3178	"russia; region; management; russian federation; enterprise"	"<table><tr><td>Micro-level field:</td><td>3178</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>matec web of conferences; procedia engineering; iop conference series-earth and environmental science; iop conference series-materials science and engineering; e3s web of conferences</td></tr><tr><td>Terms:</td><td>russia; region; management; russian federation; enterprise</td></tr></table>"	0,2526	0,6187	3	1012	6251	2180	2016,356	0	0	0
3185	3185	"longevity risk; age period cohort analysis; lee carter model; cohort effect; life insurance"	"<table><tr><td>Micro-level field:</td><td>3185</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>insurance mathematics & economics; astin bulletin; demographic research; scandinavian actuarial journal; journal of risk and insurance</td></tr><tr><td>Terms:</td><td>longevity risk; age period cohort analysis; lee carter model; cohort effect; life insurance</td></tr></table>"	-0,4747	0,4623	1	1555	22357	2163	2012,9478	0	0	0
3196	3196	"cold war; cybernetic; international geophysical year; hiroshima; science diplomacy"	"<table><tr><td>Micro-level field:</td><td>3196</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>historical studies in the natural sciences; physics in perspective; technology and culture; isis; minerva</td></tr><tr><td>Terms:</td><td>cold war; cybernetic; international geophysical year; hiroshima; science diplomacy</td></tr></table>"	-0,1836	0,8733	1	1104	7500	2142	2011,5579	0	0	0
